,UniqueID,LeagueID,TeamID,TeamName
0,729457_1,729457,1,Dr. R. Delicious
1,729457_10,729457,10,Webster Bullyboyz
2,729457_2,729457,2,Playing With Fire
3,729457_9,729457,9,Indian Lions
4,729457_4,729457,4,Professor Chaos
5,729457_8,729457,8,The Ominous Fog
6,729457_5,729457,5,Handyman
7,729457_7,729457,7,King of the Hill
8,729457_6,729457,6,The Hooligans Return
9,729457_11,729457,11,The Smelliots
